s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
204.5013950000,89641.1326902000,43157.5880417000,0.6386712536,-0.0149312000,9.6940000000,0.0000000000
203.5038272000,89640.5318830000,43158.3846579000,0.6537543536,-0.0152891000,9.6940000000,0.0000000000
202.5062594000,89639.9197172000,43159.1711120000,0.6691376536,-0.0155679000,9.6940000000,0.0000000000
201.5086917000,89639.2956877000,43159.9476505000,0.6847850536,-0.0158829000,9.6940000000,0.0000000000
200.5111239000,89638.6590410000,43160.7147033000,0.7007991536,-0.0162417000,9.6940000000,0.0000000000
199.5135561000,89638.0090363000,43161.4725255000,0.7171815536,-0.0165698000,9.6940000000,0.0000000000
198.5159883000,89637.3487724000,43162.2170562000,0.7338601536,-0.0169888000,9.6940000000,0.0000000000
197.5184205000,89636.6759634000,43162.9503878000,0.7509695536,-0.0173720000,9.6940000000,0.0000000000
196.5208528000,89635.9869727000,43163.6757228000,0.7684851536,-0.0176215000,9.6940000000,0.0000000000
195.5232850000,89635.2879980000,43164.3861180000,0.7861393536,-0.0178322000,9.6940000000,0.0000000000
194.5257172000,89634.5766010000,43165.0838736000,0.8040780536,-0.0181966000,9.6940000000,0.0000000000
193.5281494000,89633.8497308000,43165.7713272000,0.8225290536,-0.0187131000,9.6940000000,0.0000000000
192.5305816000,89633.1187658000,43166.4372915000,0.8414002536,-0.0194969000,9.6940000000,0.0000000000
191.5330139000,89632.3769482000,43167.0875354000,0.8608055536,-0.0196997000,9.6940000000,0.0000000000
190.5354461000,89631.6087621000,43167.7347929000,0.8803402536,-0.0190650000,9.6940000000,0.0000000000
189.5378783000,89630.8110140000,43168.3810181000,0.8994624536,-0.0186300000,9.6940000000,0.0000000000
188.5403105000,89629.9976447000,43169.0140787000,0.9198799536,-0.0216270000,9.6940000000,0.0000000000
187.5427427000,89629.1985793000,43169.6079083000,0.9448205536,-0.0296966000,9.4027906000,2.7873618000
186.5451749000,89628.3860307000,43170.1747496000,0.9784681536,-0.0234358000,8.8641460000,4.9316887000
185.5476072000,89627.5361726000,43170.7475747000,0.9616407536,0.0660537000,8.2849748000,4.9782462000
184.5500394000,89626.7916584000,43171.3225852000,0.8475360536,0.1731881000,8.3239901000,-0.3247913000
183.5524716000,89626.1715733000,43171.9572493000,0.7116622536,0.1090893000,8.3628233000,-0.3247913000
182.5549038000,89625.5603445000,43172.7232983000,0.6486662536,0.0273000000,8.9056670000,-4.6984736000
181.5573360000,89624.9010984000,43173.6031432000,0.6439418536,-0.0033421000,9.1148531000,-1.8894167000
180.5597683000,89624.3164702000,43174.3862973000,0.6347693536,0.0204289000,8.5551636000,4.9569180000
179.5622005000,89623.7181575000,43175.2234803000,0.6023069536,0.0436116000,7.9503293000,5.0037137000
178.5646327000,89623.1663783000,43176.0750790000,0.5413567536,0.0806355000,7.2890606000,5.0509512000
177.5670649000,89622.6429673000,43177.0657190000,0.4251278536,0.1137234000,6.5542305000,5.0986347000
