idx,s_m,local_smoothing,blend,displacement_from_arclength_base_m,kappa_radpm,requested_steer_rate_radps,ub,lb
393,229.0548843420971,True,1.0,0.221138303282997,0.17471765305980702,0.39214995587192314,3.4127712371913126,-4.028319468534467
394,229.60503820893388,True,1.0,0.27980711546716097,0.19513250508292052,0.2831245457003155,3.4189740320901065,-4.04447559944871
395,230.1489324468641,True,1.0,0.33087583288203426,0.21107071619735218,0.16678154892445987,3.4093776199964285,-4.1003693825391405
396,230.6887541826062,True,1.0,0.3240262717480545,0.22137554090794,0.061301705372659214,3.380416997170784,-4.00561206212568
397,231.22702624193394,True,1.0,0.27529730629656995,0.22655418602780028,0.030511609643941673,3.492244224651314,-4.033454071012576
398,231.76606163413683,True,1.0,0.1889256783378948,0.22708287914308667,0.0892644794455841,3.5229883129676693,-3.934444512805773
399,232.30755498037897,True,1.0,0.11279593476630906,0.2237032757530942,0.022425562671084257,3.5486728086632624,-3.882551299758156
400,232.85259816566048,True,1.0,0.11398405612474419,0.21870847159624007,0.30941378695051835,3.5660414614138425,-3.912825458974295
401,233.40143024902827,True,1.0,0.10865053226981283,0.22158543464286423,0.33659219597941575,3.5925448955911166,-3.9350937220897895
402,233.95368504477688,True,1.0,0.10991976210017733,0.1896480504030477,0.019542007675681594,3.724748789929384,-3.9561038473679577
403,234.50908669659114,True,1.0,0.09560222066971115,0.18975146750818223,0.0551121722097595,3.787928751729695,-3.9414144171982777
404,235.0674958817061,True,1.0,0.13635257759494715,0.19148915587080217,0.07724206207173043,3.7899302937795656,-3.9403123066884405
